anuncio/propriedade,tipo,CÓDIGO,FREGUESIA,CONCELHO,DISTRITO,area(m²),valor renda(€/mes),N_EDIFICIOS_1OU2_PISOS,N_EDIFICIOS_3OU4_PISOS,N_EDIFICIOS_5OU_MAIS_PISOS,N_EDIFICIOS_EXCLUS_RESIDENCIAL,N_ALOJAMENTOS_TOTAL,N_ALOJAMENTOS_VAGOS_TOTAL,N_ALOJAMENTOS_FAM_CLASS_VAGOS_VEND_ARRE,N_ALOJAMENTOS_FAM_CLASS_VAGOS_OUTR_MOTIVOS,N_RHABITUAL_PROP_OCUP,N_RHABITUAL_ARRENDADOS,N_INDIVIDUOS,N_INDIVIDUOS_0A14,N_INDIVIDUOS_15A24,N_INDIVIDUOS_25A64,N_INDIVIDUOS_65_OU_MAIS,N_INDIVIDUO_ENSINCOMP_NENHUM,N_INDIVIDUO_ENSINCOMP_1BAS,N_INDIVIDUO_ENSINCOMP_2BAS,N_INDIVIDUO_ENSINCOMP_3BAS,N_INDIVIDUO_ENSINCOMP_SEC_E_POSSEC,N_INDIVIDUO_ENSINCOMP_SUP,N_INDIVIDUOS_COM_ATIVIDADE_ECONOMICA,N_INDIVIDUOS_SEM_ATIVIDADE_ECONOMICA,N_INDIVIDUOS_EMPREGADOS,N_INDIVIDUOS_DESEMPREGADOS_1EMP,N_INDIVIDUOS_DESEMPREGADOS_NOVOEMP,N_INDIVIDUOS_REFORMADOS,N_INDIVIDUOS_NAC_ESTRANGEIRA,RENDA BRUTA ANUAL 
Alugo casa odivelas,Moradia,111603,ODIVELAS,ODIVELAS,LISBOA,30.0,850,1122,993,1375,3199,29663,2455,927,1528,16772,6472,59586,9121,6042,32334,12089,7868,9506,5075,9102,14444,13591,29577,30009,27123,275,2179,11497,6407,9657.0
Arrenda-se Apartamento,Apartamento,10611,SOBRADO,CASTELO DE PAIVA,AVEIRO,90.0,500,1449,214,10,1670,2188,284,197,87,1241,312,4784,589,608,2646,941,576,1112,815,843,951,487,2260,2524,2106,35,119,967,50,6562.0
T0 com ginasio e area de lazer,Apartamento,131210,PARANHOS,PORTO,PORTO,32.0,658,3938,2527,813,7034,27478,2979,1551,1428,9534,9904,45883,4827,4785,24582,11689,4615,7727,3716,6189,9380,14256,21489,24394,18944,243,2302,11265,3109,11352.0
Apartamento T2 totalmente renovado - Ceira,Apartamento,60318,SANTO ANTONIO DOS OLIVAIS,COIMBRA,COIMBRA,65.0,700,3229,2138,1157,6437,25647,4596,1311,3285,11877,5507,41150,5064,4032,21949,10105,4097,4158,2226,4269,7474,18926,20508,20642,19336,84,1088,9184,2067,11220.0
Quinta com 2 moradias mobiladas em Tábua,Moradia,61602,CANDOSA,TABUA,COIMBRA,15000.0,1500,377,62,0,439,444,30,5,25,209,9,531,29,59,236,207,81,189,58,85,85,33,192,339,180,3,9,198,22,6791.0
Moradia T4 Bicuda,Moradia,110508,CASCAIS,CASCAIS,LISBOA,259.0,4000,9597,3915,950,14129,38739,4764,2664,2100,16435,8356,64192,8728,6654,32190,16620,7778,6862,4355,8857,15356,20984,27563,36629,25262,232,2069,14681,10609,11268.0
Apartamento T2 Arrendar,Apartamento,141821,TOMAR,TOMAR,SANTAREM,88.0,800,4001,992,247,5160,10447,1598,634,964,4880,2020,16932,1938,1757,8490,4747,1935,3375,1519,2749,3901,3453,7293,9639,6805,58,430,4825,482,8372.0
Apartamento T2+1,Apartamento,60520,BUARCOS,FIGUEIRA DA FOZ,COIMBRA,81.0,800,3756,1963,508,6155,19130,2430,1759,671,5118,2444,18386,1935,1732,9256,5463,1956,3221,1583,2973,4325,4328,7960,10426,7167,76,717,5213,1312,9400.0
Apartamento T2 luxo em Lordelo do Ouro,Apartamento,131218,LORDELO DO OURO,PORTO,PORTO,120.0,2900,1638,1274,573,3343,14953,1945,926,1019,6306,4610,27911,3591,2865,14574,6881,3114,4389,2364,3517,4886,9641,12818,15093,11486,161,1171,6420,1327,11352.0
Apartamento T3 para arrendamento,Apartamento,110656,ARROIOS,LISBOA,LISBOA,73.05,2300,271,1150,1532,2362,20906,3890,1559,2331,6130,7674,33302,3456,3135,20036,6675,3945,3450,1702,3726,7224,13255,17939,15363,16499,101,1339,5987,7770,13415.0
"Apartamento T3, novo, com terraço e garagem no Porto",Apartamento,131210,PARANHOS,PORTO,PORTO,109.05,1800,3938,2527,813,7034,27478,2979,1551,1428,9534,9904,45883,4827,4785,24582,11689,4615,7727,3716,6189,9380,14256,21489,24394,18944,243,2302,11265,3109,11352.0
APARTAMENTO T4 +1 - Palácio da Junqueira - disponível par...,Apartamento,110602,ALCANTARA,LISBOA,LISBOA,300.0,6000,578,579,336,1366,8868,1508,601,907,2750,3487,13850,1774,1235,7500,3341,1616,2025,980,1894,2742,4593,6774,7076,6137,45,592,3072,1627,13415.0
"Apartamento de T2, localizado em Agualva Cacém, a 650 metros da estaçã",Apartamento,111122,AGUALVA,SINTRA,LISBOA,70.0,1000,1099,490,1146,2612,19715,1729,560,1169,11900,3924,41323,5695,4978,22104,8546,5282,7091,4280,7988,11349,5333,20324,20999,18196,236,1892,8423,5495,9057.0
Apartamento T1Kit novo na Boavista,Apartamento,131211,RAMALDE,PORTO,PORTO,56.0,1500,2588,1479,556,4524,19148,1776,617,1159,9559,5724,38847,5079,4066,20517,9185,4369,6074,3243,5256,7482,12423,18168,20679,16277,237,1654,8767,1561,11352.0
Apartamento T3 junto à praia | Paço de Arcos,Apartamento,111014,OEIRAS,OEIRAS,LISBOA,99.0,1800,2161,2668,1342,5931,31345,3283,1031,2252,16841,6884,58094,7426,5869,29906,14893,6069,6144,3699,8237,13548,20397,27182,30912,25148,167,1867,13562,4759,12916.0
"Apartamento T2, Barreiro",Apartamento,150410,BARREIRO,BARREIRO,SETUBAL,62.0,1000,1715,880,354,2895,12062,1700,754,946,6450,2673,21813,2912,2348,11287,5266,2523,3761,1920,3917,5554,4138,10022,11791,8990,108,924,5177,1644,9402.0
Apartamento T3 para arrendamento,Apartamento,131730,SANTA MARINHA,VILA NOVA DE GAIA,PORTO,130.0,1800,3993,971,602,5416,18398,2239,1111,1128,8291,5634,34032,4130,3151,19241,7510,3770,6363,3425,5134,7546,7794,16809,17223,14725,191,1893,7450,2110,8928.0
Apartamento T2 para arrendamento,Apartamento,110657,AVENIDAS NOVAS,LISBOA,LISBOA,107.9,3600,122,460,1177,1416,14812,2258,1034,1224,5008,4488,23261,3047,2480,12276,5458,2595,1875,1130,2172,3925,11564,11421,11840,10761,62,598,4727,2318,13415.0
Apartamento T2 renovado Ceira,Apartamento,60318,SANTO ANTONIO DOS OLIVAIS,COIMBRA,COIMBRA,65.0,700,3229,2138,1157,6437,25647,4596,1311,3285,11877,5507,41150,5064,4032,21949,10105,4097,4158,2226,4269,7474,18926,20508,20642,19336,84,1088,9184,2067,11220.0
Apartamento T0 em Caxias para ARRENDAR,Apartamento,111014,OEIRAS,OEIRAS,LISBOA,22.0,750,2161,2668,1342,5931,31345,3283,1031,2252,16841,6884,58094,7426,5869,29906,14893,6069,6144,3699,8237,13548,20397,27182,30912,25148,167,1867,13562,4759,12916.0
Apartamento T2 para arrendamento,Apartamento,110506,SAO DOMINGOS DE RANA,CASCAIS,LISBOA,83.5,1350,9084,2455,604,12044,26671,2093,840,1253,16246,4770,59238,9429,6712,31748,11349,7704,9161,5434,9507,14720,12712,28696,30542,26431,216,2049,10820,3619,11268.0
Arrendo Apartamento p/ Professores - Escola Damião de Goes- Alenquer,Apartamento,110119,ALENQUER,ALENQUER,LISBOA,90.0,300,2669,701,181,3528,5894,773,428,345,3451,851,12026,1973,1393,6570,2090,1630,2022,1200,2017,3092,2065,6108,5918,5775,19,314,2087,493,8463.0
"Apartamento T2 em Lisboa de 130,00 m2",Apartamento,111108,RIO DE MOURO,SINTRA,LISBOA,130.0,1300,3156,1180,983,5256,22242,1859,751,1108,13958,4144,49489,7728,6211,27984,7566,6187,6667,4965,9243,14408,8019,25826,23663,23433,225,2168,7473,4909,9057.0
T3 nos Olivais,Apartamento,110633,OLIVAIS,LISBOA,LISBOA,60.0,1150,1206,861,674,2612,16956,1755,578,1177,9788,3193,32179,3865,3266,16494,8554,3883,5653,2688,4849,6676,8430,14520,17659,13097,153,1270,8247,1866,13415.0
T1 em Buracos  arrendamento anual,Apartamento,60520,BUARCOS,FIGUEIRA DA FOZ,COIMBRA,50.0,500,3756,1963,508,6155,19130,2430,1759,671,5118,2444,18386,1935,1732,9256,5463,1956,3221,1583,2973,4325,4328,7960,10426,7167,76,717,5213,1312,9400.0
Apartmenento T2 sol e mar,Apartamento,150314,CHARNECA DE CAPARICA,ALMADA,SETUBAL,100.0,1150,13992,3061,361,17353,25856,1492,665,827,14531,2854,48733,7599,5340,25763,10031,5902,7353,4083,7234,11892,12269,23244,25489,21506,159,1579,9750,2622,9927.0
"T0 + 1 - Ap. Novo, com 1 garagem, excelente localização!",Apartamento,131727,MAFAMUDE,VILA NOVA DE GAIA,PORTO,42.6,900,4498,2028,1036,7441,26319,2459,1186,1273,14300,6744,52844,5888,5499,29026,12431,5322,9138,5020,8156,12599,12609,25726,27118,22684,290,2752,12078,2965,8928.0
"T2 Com Garagem, Arrumos e Varanda em Paranhos no Porto",Apartamento,131210,PARANHOS,PORTO,PORTO,90.0,1350,3938,2527,813,7034,27478,2979,1551,1428,9534,9904,45883,4827,4785,24582,11689,4615,7727,3716,6189,9380,14256,21489,24394,18944,243,2302,11265,3109,11352.0
T2 no Alto de Santo Amaro,Apartamento,110602,ALCANTARA,LISBOA,LISBOA,66.0,1500,578,579,336,1366,8868,1508,601,907,2750,3487,13850,1774,1235,7500,3341,1616,2025,980,1894,2742,4593,6774,7076,6137,45,592,3072,1627,13415.0
T1 Lazarim,Apartamento,150313,CAPARICA,ALMADA,SETUBAL,61.5,980,4249,926,418,5479,14115,1321,688,633,5205,4576,26345,4075,3109,13521,5640,3987,5318,3013,4761,5796,3470,11638,14707,10050,174,1414,5478,2362,9927.0
"Excelente apartamento T3, MOBILADO, a 1,1 km do centro de Braga.",Apartamento,30379,REAL,BRAGA,BRAGA,129.0,1100,1657,876,197,2723,5829,470,216,254,3725,960,13682,2135,1596,7966,1985,1716,2286,1407,2131,3062,3080,7246,6436,6744,70,432,2150,624,9164.0
"Apartamento T3 c/150m2, Varanda e 2 Lug. Garagem em Francos, Ramalde",Apartamento,131211,RAMALDE,PORTO,PORTO,151.0,1850,2588,1479,556,4524,19148,1776,617,1159,9559,5724,38847,5079,4066,20517,9185,4369,6074,3243,5256,7482,12423,18168,20679,16277,237,1654,8767,1561,11352.0
Quinta T3 para arrendamento,Moradia,10936,SAO MIGUEL DO SOUTO,SANTA MARIA DA FEIRA,AVEIRO,12000.0,9000,2391,218,4,2613,2902,297,77,220,1861,306,6481,729,706,3550,1496,760,1800,1036,1037,1153,695,3114,3367,2890,31,193,1473,110,8169.0
Quinta T1 para arrendamento,Moradia,10936,SAO MIGUEL DO SOUTO,SANTA MARIA DA FEIRA,AVEIRO,12000.0,6000,2391,218,4,2613,2902,297,77,220,1861,306,6481,729,706,3550,1496,760,1800,1036,1037,1153,695,3114,3367,2890,31,193,1473,110,8169.0
Apartamento T2 para arrendamento,Apartamento,110662,PARQUE DAS NACOES,LISBOA,LISBOA,105.0,3900,135,81,561,663,11325,1151,495,656,5703,2847,22382,3961,2701,12321,3399,2946,2262,1666,2491,3652,9365,10966,11416,10201,85,680,3112,2137,13415.0
Moradia T4 para arrendamento,Moradia,80503,SANTA BARBARA DE NEXE,FARO,FARO,244.8,8000,2665,55,2,2718,3027,414,278,136,1306,259,4379,539,362,2141,1337,808,968,394,620,911,678,1731,2648,1571,21,139,1318,811,9736.0
"Apartamento T1, Arrendamento, Bairro da Assunção.",Apartamento,110508,CASCAIS,CASCAIS,LISBOA,62.0,1200,9597,3915,950,14129,38739,4764,2664,2100,16435,8356,64192,8728,6654,32190,16620,7778,6862,4355,8857,15356,20984,27563,36629,25262,232,2069,14681,10609,11268.0
Apartamento T4 Remodelado Campo de Ourique com jardim,Apartamento,110659,CAMPO DE OURIQUE,LISBOA,LISBOA,96.3,3250,948,846,667,2225,13638,2256,978,1278,4145,5480,22140,3156,2055,11499,5430,2721,2737,1425,2705,4189,8363,10395,11745,9638,73,684,5021,2493,13415.0
"Apartamento T4 em Porto Salvo, Oeiras, mobilado e equipado",Apartamento,111009,PORTO SALVO,OEIRAS,LISBOA,131.0,2200,1828,796,183,2786,6811,716,251,465,3661,1752,15098,2343,1697,7812,3246,2068,2442,1395,2446,3521,3226,7105,7993,6471,74,560,3099,978,12916.0
Fantástico apartamento T4,Apartamento,110507,CARCAVELOS,CASCAIS,LISBOA,145.0,2950,3368,2417,1012,6625,25081,2367,859,1508,13405,5019,46529,6193,4914,23874,11548,4781,4547,2915,6157,11312,16817,21502,25027,19800,149,1553,10669,4797,11268.0
Moradia Isolada T5 - Quinta do Rosário em Cascais,Moradia,110508,CASCAIS,CASCAIS,LISBOA,380.0,8500,9597,3915,950,14129,38739,4764,2664,2100,16435,8356,64192,8728,6654,32190,16620,7778,6862,4355,8857,15356,20984,27563,36629,25262,232,2069,14681,10609,11268.0
Moradia T4 - Braga Fraião,Moradia,30377,NOGUEIRA,BRAGA,BRAGA,182.0,2000,907,1568,229,2685,6313,371,195,176,4035,1189,15015,2571,1508,8690,2246,2016,1827,1158,1780,2996,5238,7973,7042,7519,22,432,2255,654,9164.0
Apartamento T3 para arrendar em Odivelas,Apartamento,111603,ODIVELAS,ODIVELAS,LISBOA,81.0,1500,1122,993,1375,3199,29663,2455,927,1528,16772,6472,59586,9121,6042,32334,12089,7868,9506,5075,9102,14444,13591,29577,30009,27123,275,2179,11497,6407,9657.0
"A 800 m da praia, vista mar, varandas, terraço, ultimo piso",Apartamento,110508,CASCAIS,CASCAIS,LISBOA,165.0,2600,9597,3915,950,14129,38739,4764,2664,2100,16435,8356,64192,8728,6654,32190,16620,7778,6862,4355,8857,15356,20984,27563,36629,25262,232,2069,14681,10609,11268.0
T3 Novo - Empreendimento Magnólia City,Apartamento,131712,OLIVEIRA DO DOURO,VILA NOVA DE GAIA,PORTO,148.0,1800,2808,858,275,3910,10577,1150,561,589,5762,2714,22615,2924,2371,12391,4929,2663,5241,2654,3810,4958,3289,10848,11767,9444,138,1266,5020,696,8928.0
"Apartamento T3, com Sótão, S. Victor- Braga",Apartamento,30349,BRAGA,BRAGA,BRAGA,109.0,1100,564,441,394,1352,6791,761,377,384,3368,1633,13974,1928,1681,7934,2431,1521,1945,1365,2157,3331,3655,7085,6889,6472,80,533,2557,1100,9164.0
"Apartamento T3 todo remodelado, em Paranhos",Apartamento,131210,PARANHOS,PORTO,PORTO,120.0,1600,3938,2527,813,7034,27478,2979,1551,1428,9534,9904,45883,4827,4785,24582,11689,4615,7727,3716,6189,9380,14256,21489,24394,18944,243,2302,11265,3109,11352.0
Moradia T4 para arrendamento em Alcabideche!,Moradia,110501,ALCABIDECHE,CASCAIS,LISBOA,121.0,2500,8754,1787,283,10732,20190,1973,918,1055,10350,4810,44165,6687,5235,23299,8944,5753,7355,4133,7305,10708,8911,20433,23732,18572,134,1727,8237,4474,11268.0
"T1 Bairro Alto (Super Central, a 3 minutos a pé da Praça Camões)",Apartamento,110661,MISERICORDIA,LISBOA,LISBOA,50.0,1300,282,1048,677,1286,8665,2869,1847,1022,1631,2926,9658,953,864,5608,2233,1069,1353,680,1216,2053,3287,4925,4733,4419,36,470,2046,1803,13415.0
Apartamento T3 de luxo em Matosinhos,Apartamento,130812,MATOSINHOS,MATOSINHOS,PORTO,128.1,2400,4880,1405,945,7054,24642,2295,1094,1201,12648,6487,49034,6447,4787,26644,11156,5695,9246,4484,6502,9959,13148,23627,25407,21177,256,2194,10663,2162,9937.0
Apartamento T2 para arrendamento,Apartamento,100112,SAO MARTINHO DO PORTO,ALCOBACA,LEIRIA,60.0,650,1904,421,58,2352,5000,475,360,115,858,394,3111,358,296,1581,876,400,597,287,543,785,499,1323,1788,1223,6,94,880,352,8079.0
Apartamento T2 para arrendamento,Apartamento,111408,VIALONGA,VILA FRANCA DE XIRA,LISBOA,60.3,900,1747,609,355,2669,9318,702,281,421,5904,1808,21258,3886,2469,11671,3232,3035,3520,2347,4076,5725,2555,10864,10394,9980,83,801,3186,1318,9551.0
Excelente Apartamento T2+2 de Charme remodelado em São Vi...,Apartamento,311003,SAO VICENTE,SAO VICENTE,LISBOA,151.0,1990,1815,121,3,1936,2014,279,114,165,967,99,2788,324,302,1430,732,488,827,320,371,469,313,1112,1676,995,22,95,650,96,5735.0
T1 Duplex Porto,Apartamento,131210,PARANHOS,PORTO,PORTO,72.0,1300,3938,2527,813,7034,27478,2979,1551,1428,9534,9904,45883,4827,4785,24582,11689,4615,7727,3716,6189,9380,14256,21489,24394,18944,243,2302,11265,3109,11352.0
T0 para arrendar junto estação de comboios da Reboleira,Apartamento,111513,AGUAS LIVRES,AMADORA,LISBOA,34.0,600,1050,910,803,2555,20319,2081,962,1119,10365,5312,37607,5256,3723,19640,8988,5103,6982,3459,6282,9207,6574,17951,19656,16132,190,1629,8544,5225,9078.0
Apartamento T1+1 Baixa da Banheira -1ºpiso zona central,Apartamento,150607,BAIXA DA BANHEIRA,MOITA,SETUBAL,51.0,750,1898,1499,429,3792,16263,2015,998,1017,8132,3981,30089,4269,3455,15298,7067,4268,6509,3507,5973,7304,2528,13036,17053,11040,249,1747,6877,3483,8055.0
T1 à Casa sa Música,Apartamento,131217,CEDOFEITA,PORTO,PORTO,58.0,850,3140,3539,1341,7162,27098,6863,3481,3382,7135,9538,37430,3309,3272,20621,10228,3548,5911,2641,4749,7622,12959,18084,19346,15946,186,1952,9670,4447,11352.0
Excelente Apartamento T3 na Boavista,Apartamento,131217,CEDOFEITA,PORTO,PORTO,120.0,1400,3140,3539,1341,7162,27098,6863,3481,3382,7135,9538,37430,3309,3272,20621,10228,3548,5911,2641,4749,7622,12959,18084,19346,15946,186,1952,9670,4447,11352.0
Apartamento T2 para arrendamento,Apartamento,111124,CACEM,SINTRA,LISBOA,65.0,920,755,378,774,1815,18133,1381,370,1011,10968,4017,39683,6238,5257,23018,5170,4973,5277,3943,7651,12089,5750,21609,18074,19599,193,1817,5134,4826,9057.0
São Domingos de Benfica | Apartamento T2 para arrendamento,Apartamento,110639,SAO DOMINGOS DE BENFICA,LISBOA,LISBOA,72.0,1300,329,419,978,1484,20331,2086,867,1219,9690,4824,34076,4057,3463,17560,8996,3278,2980,1730,3791,6199,16098,16610,17466,15646,65,899,7975,2149,13415.0
Apartamento T2 para arrendamento,Apartamento,110610,CAMPOLIDE,LISBOA,LISBOA,85.0,1800,1467,482,306,2164,9123,1583,611,972,3000,3141,14787,1702,1413,8077,3595,1703,2436,1250,2053,2867,4478,7132,7655,6503,54,575,3360,1550,13415.0
"Excelente T2, totalmente mobilado, junto a Av Liberdade",Apartamento,110666,SANTO ANTONIO,LISBOA,LISBOA,33.0,1500,171,639,661,1082,8271,2086,1216,870,2123,2610,11060,1306,1063,6312,2379,1221,1020,572,1120,2104,5023,5693,5367,5323,27,343,2116,1918,13415.0
"Apartamento T1 remodelado, em Campolide, Lisboa",Apartamento,110610,CAMPOLIDE,LISBOA,LISBOA,50.0,1250,1467,482,306,2164,9123,1583,611,972,3000,3141,14787,1702,1413,8077,3595,1703,2436,1250,2053,2867,4478,7132,7655,6503,54,575,3360,1550,13415.0
Apartamento T2 com garagem centro histórico de Cascais,Apartamento,110508,CASCAIS,CASCAIS,LISBOA,82.4,2000,9597,3915,950,14129,38739,4764,2664,2100,16435,8356,64192,8728,6654,32190,16620,7778,6862,4355,8857,15356,20984,27563,36629,25262,232,2069,14681,10609,11268.0
APARTAMENTO T3 MOBILIADO NA AVENIDA DA REPÚBLICA COM PISC...,Apartamento,131727,MAFAMUDE,VILA NOVA DE GAIA,PORTO,141.0,1750,4498,2028,1036,7441,26319,2459,1186,1273,14300,6744,52844,5888,5499,29026,12431,5322,9138,5020,8156,12599,12609,25726,27118,22684,290,2752,12078,2965,8928.0
"APARTAMENTO T0 NO LARGO DOS LÓIOS - ALIADOS, PORTO",Apartamento,131217,CEDOFEITA,PORTO,PORTO,74.0,1300,3140,3539,1341,7162,27098,6863,3481,3382,7135,9538,37430,3309,3272,20621,10228,3548,5911,2641,4749,7622,12959,18084,19346,15946,186,1952,9670,4447,11352.0
"T1 na Rua do Bonjardim, 637",Apartamento,131217,CEDOFEITA,PORTO,PORTO,55.0,1250,3140,3539,1341,7162,27098,6863,3481,3382,7135,9538,37430,3309,3272,20621,10228,3548,5911,2641,4749,7622,12959,18084,19346,15946,186,1952,9670,4447,11352.0
Apartamento T8 Rua Silva Carvalho Campo de Ourique,Apartamento,110659,CAMPO DE OURIQUE,LISBOA,LISBOA,132.0,3000,948,846,667,2225,13638,2256,978,1278,4145,5480,22140,3156,2055,11499,5430,2721,2737,1425,2705,4189,8363,10395,11745,9638,73,684,5021,2493,13415.0
"Moradia T4 isolada, com jardim e piscina, em Mindelo",Moradia,131616,MINDELO,VILA DO CONDE,PORTO,284.0,3500,1552,124,24,1692,2569,134,76,58,1038,370,3988,532,387,2233,836,458,747,370,555,956,902,2011,1977,1855,6,150,808,136,8646.0
T1 na Praça da República Mobilado e Equipado,Apartamento,131217,CEDOFEITA,PORTO,PORTO,60.0,1100,3140,3539,1341,7162,27098,6863,3481,3382,7135,9538,37430,3309,3272,20621,10228,3548,5911,2641,4749,7622,12959,18084,19346,15946,186,1952,9670,4447,11352.0
Moradia T2 Duplex de luxo à Estação do Metro Carolina Michaelis,Moradia,131217,CEDOFEITA,PORTO,PORTO,160.0,2800,3140,3539,1341,7162,27098,6863,3481,3382,7135,9538,37430,3309,3272,20621,10228,3548,5911,2641,4749,7622,12959,18084,19346,15946,186,1952,9670,4447,11352.0
"Apartamento T1 Remodelado e Mobilado em Campo de Ourique, Lisboa",Apartamento,110659,CAMPO DE OURIQUE,LISBOA,LISBOA,45.0,1350,948,846,667,2225,13638,2256,978,1278,4145,5480,22140,3156,2055,11499,5430,2721,2737,1425,2705,4189,8363,10395,11745,9638,73,684,5021,2493,13415.0
Apartamento duplex t1 totalmente remodelado no centro do Porto,Apartamento,131217,CEDOFEITA,PORTO,PORTO,57.0,1150,3140,3539,1341,7162,27098,6863,3481,3382,7135,9538,37430,3309,3272,20621,10228,3548,5911,2641,4749,7622,12959,18084,19346,15946,186,1952,9670,4447,11352.0
CONSTRUÇÃO DE 2018 - T0 - MOBILADO - PARA ARRENDAMENTO - JUNTO À PRAIA,Apartamento,131704,CANIDELO,VILA NOVA DE GAIA,PORTO,41.0,1200,4323,859,307,5446,13763,1005,478,527,7724,2873,28054,3788,2834,15727,5705,3257,5621,2949,4267,6326,5634,13712,14342,12217,150,1345,5700,986,8928.0
T1+1 em Cascais - Condomínio c/ piscina,Apartamento,110508,CASCAIS,CASCAIS,LISBOA,110.0,1750,9597,3915,950,14129,38739,4764,2664,2100,16435,8356,64192,8728,6654,32190,16620,7778,6862,4355,8857,15356,20984,27563,36629,25262,232,2069,14681,10609,11268.0
Apartamento T3 Lumiar,Apartamento,110664,SANTA CLARA,LISBOA,LISBOA,127.0,1700,988,313,374,1610,10931,992,537,455,3839,4795,23645,4462,2882,12430,3871,4128,4527,2583,3458,4387,4562,10564,13081,9182,234,1148,3662,2045,13415.0
APARTAMENTO T1 EQUIPADO E MOBILADO EM ALFAMA,Apartamento,311003,SAO VICENTE,SAO VICENTE,LISBOA,54.0,1350,1815,121,3,1936,2014,279,114,165,967,99,2788,324,302,1430,732,488,827,320,371,469,313,1112,1676,995,22,95,650,96,5735.0
T0 Estudio Vista Mar - Golden Clube - Cabanas de Tavira,Apartamento,81410,CONCEICAO,TAVIRA,FARO,35.0,650,2310,537,11,2805,5990,649,556,93,1003,320,3428,327,243,1762,1096,619,650,303,487,890,479,1408,2020,1238,5,165,1108,881,7823.0
Apartamento T0 remodelado centro da cidade APA2990/24,Apartamento,141821,TOMAR,TOMAR,SANTAREM,65.0,500,4001,992,247,5160,10447,1598,634,964,4880,2020,16932,1938,1757,8490,4747,1935,3375,1519,2749,3901,3453,7293,9639,6805,58,430,4825,482,8372.0
Casa p aluguer Sátão,Moradia,181710,SATAO,SATAO,VISEU,70.0,350,1371,459,59,1878,2714,481,216,265,1174,223,3825,517,458,2011,839,489,818,511,573,849,585,1818,2007,1702,14,102,804,60,6842.0
ALUGA-SE T3+1 Boavista Mobilado,Apartamento,131217,CEDOFEITA,PORTO,PORTO,115.0,2350,3140,3539,1341,7162,27098,6863,3481,3382,7135,9538,37430,3309,3272,20621,10228,3548,5911,2641,4749,7622,12959,18084,19346,15946,186,1952,9670,4447,11352.0
Apartamento na Praia de Sta Cruz,Apartamento,111316,SILVEIRA,TORRES VEDRAS,LISBOA,65.0,700,4231,411,33,4653,6963,305,103,202,2769,548,9332,1287,1019,5068,1958,1207,1791,1054,1683,2138,1459,4502,4830,4201,38,263,1905,606,8675.0
Apartamento T2 para arrendamento,Apartamento,111014,OEIRAS,OEIRAS,LISBOA,71.0,1400,2161,2668,1342,5931,31345,3283,1031,2252,16841,6884,58094,7426,5869,29906,14893,6069,6144,3699,8237,13548,20397,27182,30912,25148,167,1867,13562,4759,12916.0
Apartamento T2 para arrendamento,Apartamento,110660,ESTRELA,LISBOA,LISBOA,123.0,1700,813,1232,736,2489,12677,2564,915,1649,3688,4558,20267,3013,2107,10956,4191,2478,2179,1179,2068,3746,8617,9945,10322,9254,63,628,3698,2909,13415.0
Arrendo T1 juntos as escolas ermesinde,Apartamento,131503,ERMESINDE,VALONGO,PORTO,80.0,750,4631,1603,422,6606,18116,1285,506,779,10230,4603,39076,4884,4066,21322,8804,4341,8299,4398,6610,8923,6505,18852,20224,16817,213,1822,8868,968,8371.0
Apartamento T1 Quintã - Guimarães,Apartamento,30804,AZUREM,GUIMARAES,BRAGA,48.0,600,973,382,161,1502,4554,368,254,114,1885,1577,9089,1176,832,5101,1980,1065,1869,951,1364,1849,1991,4522,4567,4111,41,370,2074,370,8320.0
T2 em Canidelo,Apartamento,131704,CANIDELO,VILA NOVA DE GAIA,PORTO,97.0,1750,4323,859,307,5446,13763,1005,478,527,7724,2873,28054,3788,2834,15727,5705,3257,5621,2949,4267,6326,5634,13712,14342,12217,150,1345,5700,986,8928.0
Apartamento T1 mobilado | Novo | Bairro dos Atores,Apartamento,110655,AREEIRO,LISBOA,LISBOA,60.0,1350,190,418,769,1156,12546,1758,1028,730,4703,3788,21160,2779,2217,11102,5062,2315,1983,1157,2201,3915,9589,10401,10759,9641,66,694,4431,1663,13415.0
Apartamento T2 para arrendar no Junqueiro,Apartamento,110507,CARCAVELOS,CASCAIS,LISBOA,68.0,1600,3368,2417,1012,6625,25081,2367,859,1508,13405,5019,46529,6193,4914,23874,11548,4781,4547,2915,6157,11312,16817,21502,25027,19800,149,1553,10669,4797,11268.0
"Moradia T9 sem móveis, localizada na Quinta do Patino - E...",Moradia,110501,ALCABIDECHE,CASCAIS,LISBOA,551.0,38000,8754,1787,283,10732,20190,1973,918,1055,10350,4810,44165,6687,5235,23299,8944,5753,7355,4133,7305,10708,8911,20433,23732,18572,134,1727,8237,4474,11268.0
Apartamento T2+1 mobilado para arrendamento Canidelo,Apartamento,131704,CANIDELO,VILA NOVA DE GAIA,PORTO,150.0,2300,4323,859,307,5446,13763,1005,478,527,7724,2873,28054,3788,2834,15727,5705,3257,5621,2949,4267,6326,5634,13712,14342,12217,150,1345,5700,986,8928.0
Apartamento T3 para arrendamento,Apartamento,111002,BARCARENA,OEIRAS,LISBOA,121.0,2350,1117,1148,219,2461,6643,510,196,314,4417,1028,14451,2301,1564,7798,2788,1758,2071,1234,2140,3450,3798,7194,7257,6693,51,450,2716,617,12916.0
